Contig,Feature,Feature Start in Contig,Feature End in Contig,Feature Direction in Contig,Domain Accession,Domain Start in Feature,Domain End in Feature,E-value,Bit Score,Domain Coverage,Domain Description
NC_004347,IOPOJEFP_02901,3144128,3146341,+,TIGR01783,89,737,1.4E-104,349.0,1.0,TonB-siderophor: TonB-dependent siderophore receptor
NC_004347,IOPOJEFP_02902,3146466,3147551,+,TIGR03951,222,349,1.1E-25,88.7,0.7142857142857143,Fe_III_red_FhuF: siderophore-iron reductase FhuF
NC_004347,IOPOJEFP_02903,3147707,3148252,+,TIGR00997,1,176,3.6E-63,210.9,0.9943820224719101,ispZ: intracellular septation protein A
NC_004347,IOPOJEFP_02905,3148551,3149363,+,TIGR00195,1,267,4.5E-94,312.7,1.0,exoDNase_III: exodeoxyribonuclease III
NC_004347,IOPOJEFP_02919,3159803,3162049,-,TIGR01409,10,35,0.0016,16.7,0.7931034482758621,TAT_signal_seq: Tat (twin-arginine translocation) pathway signal sequence
NC_004347,IOPOJEFP_02928,3170994,3172547,-,TIGR01813,49,503,2.1E-147,489.4,0.9977477477477478,flavo_cyto_c: flavocytochrome c
NC_004347,IOPOJEFP_02931,3175744,3177852,-,TIGR01056,2,678,1.1E-227,755.9,0.9249291784702549,topB: DNA topoisomerase III
NC_004347,IOPOJEFP_02933,3178633,3180120,+,TIGR00835,13,447,1.1E-146,486.9,1.0,agcS: amino acid carrier protein
NC_004347,IOPOJEFP_02934,3180216,3181730,-,TIGR01134,2,463,6.0E-161,534.6,0.9976851851851852,purF: amidophosphoribosyltransferase
NC_004347,IOPOJEFP_02937,3183349,3184644,-,TIGR01499,40,423,4.0E-98,327.4,0.9975,folC: bifunctional protein FolC
NC_004347,IOPOJEFP_02938,3184712,3185497,-,TIGR00071,2,238,4.3E-77,256.8,0.9956140350877193,hisT_truA: tRNA pseudouridine(38-40) synthase
NC_004347,IOPOJEFP_02939,3185600,3188932,-,TIGR03505,62,134,1.3E-26,90.2,0.9864864864864865,FimV_core: FimV N-terminal domain
NC_004347,IOPOJEFP_02940,3189112,3190128,-,TIGR01296,6,335,7.0E-134,444.1,0.9970501474926253,asd_B: aspartate-semialdehyde dehydrogenase
NC_004347,IOPOJEFP_02943,3192929,3194857,+,TIGR03197,222,639,1.3E-159,529.5,0.9975,"MnmC_Cterm: tRNA U-34 5-methylaminomethyl-2-thiouridine biosynthesis protein MnmC, C-terminal domain"
NC_004347,IOPOJEFP_02948,3198470,3199564,-,TIGR00033,10,350,1.4E-139,462.9,0.9971509971509972,aroC: chorismate synthase
NC_004347,IOPOJEFP_02949,3199693,3200637,-,TIGR03533,13,297,2.9E-131,434.9,1.0,"L3_gln_methyl: protein-(glutamine-N5) methyltransferase, ribosomal protein L3-specific"
NC_004347,IOPOJEFP_02951,3201326,3201796,-,TIGR00249,1,152,2.6E-36,122.7,1.0,sixA: phosphohistidine phosphatase SixA
NC_004347,IOPOJEFP_02953,3205040,3209308,+,TIGR00254,987,1144,3.0E-34,116.1,0.9702380952380952,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_02956,3210696,3212819,-,TIGR02440,6,707,0.0,1336.6,1.0,"FadJ: fatty oxidation complex, alpha subunit FadJ"
NC_004347,IOPOJEFP_02957,3212819,3214129,-,TIGR02446,7,436,3.5E-277,917.2,1.0,FadI: acetyl-CoA C-acyltransferase FadI
NC_004347,IOPOJEFP_02964,3221897,3222460,+,TIGR02937,26,176,2.3E-18,64.3,0.9818181818181818,"sigma70-ECF: RNA polymerase sigma factor, sigma-70 family"
NC_004347,IOPOJEFP_02973,3227975,3228988,+,TIGR01730,26,327,3.2E-53,178.7,0.9503105590062112,"RND_mfp: efflux transporter, RND family, MFP subunit"
NC_004347,IOPOJEFP_02979,3236708,3237619,-,TIGR01470,4,186,7.6E-54,180.5,0.8926829268292683,"cysG_Nterm: siroheme synthase, N-terminal domain"
NC_004347,IOPOJEFP_02981,3238534,3239481,-,TIGR00966,39,284,4.1E-81,270.3,1.0,3a0501s07: protein-export membrane protein SecF
NC_004347,IOPOJEFP_02982,3239495,3241312,-,TIGR01129,112,591,1.2E-146,486.8,1.0,secD: protein-export membrane protein SecD
NC_004347,IOPOJEFP_02983,3241363,3241695,-,TIGR00739,19,102,1.1E-31,106.7,0.9761904761904762,"yajC: preprotein translocase, YajC subunit"
NC_004347,IOPOJEFP_02984,3241722,3242846,-,TIGR00430,3,369,3.4E-182,603.3,0.9972826086956522,Q_tRNA_tgt: tRNA-guanine transglycosylase
NC_004347,IOPOJEFP_02985,3243008,3244045,-,TIGR00113,1,340,4.5E-156,517.1,0.9942028985507246,queA: S-adenosylmethionine:tRNA ribosyltransferase-isomerase
NC_004347,IOPOJEFP_02991,3247389,3248768,+,TIGR01409,6,27,4.4E-4,18.5,0.6896551724137931,TAT_signal_seq: Tat (twin-arginine translocation) pathway signal sequence
NC_004347,IOPOJEFP_02997,3253727,3254293,-,TIGR00589,98,177,7.3E-36,120.1,1.0,ogt: methylated-DNA--[protein]-cysteine S-methyltransferase
NC_004347,IOPOJEFP_03008,3259786,3261195,-,TIGR00464,3,462,5.8E-192,636.7,0.9914893617021276,gltX_bact: glutamate--tRNA ligase
NC_004347,IOPOJEFP_03015,3263024,3264043,+,TIGR00787,41,289,2.9E-82,273.9,0.9649805447470817,"dctP: TRAP transporter solute receptor, DctP family"
NC_004347,IOPOJEFP_03017,3264766,3266163,+,TIGR00786,17,260,6.6E-81,270.1,0.6,"dctM: TRAP transporter, DctM subunit"
NC_004347,IOPOJEFP_03037,3288255,3288989,+,TIGR00104,6,146,1.8E-43,146.1,0.9440559440559441,tRNA_TsaA: tRNA-Thr(GGU) m(6)t(6)A37 methyltransferase TsaA
NC_004347,IOPOJEFP_03039,3289875,3291587,+,TIGR00409,1,566,5.5E-253,838.9,0.9964788732394366,proS_fam_II: proline--tRNA ligase
NC_004347,IOPOJEFP_03045,3297552,3298091,-,TIGR01221,3,176,9.8E-71,235.1,0.9545454545454546,"rmlC: dTDP-4-dehydrorhamnose 3,5-epimerase"
NC_004347,IOPOJEFP_03052,3302667,3303698,-,TIGR01181,2,337,4.6E-147,487.2,0.9813084112149533,"dTDP_gluc_dehyt: dTDP-glucose 4,6-dehydratase"
NC_004347,IOPOJEFP_03060,3312351,3314282,-,TIGR01536,2,574,1.3E-137,457.9,1.0,asn_synth_AEB: asparagine synthase (glutamine-hydrolyzing)
NC_004347,IOPOJEFP_03072,3324548,3325462,-,TIGR01207,16,300,3.3E-156,516.6,0.9965034965034965,rmlA: glucose-1-phosphate thymidylyltransferase
NC_004347,IOPOJEFP_03075,3328156,3329436,-,TIGR03026,9,413,9.2E-120,398.1,0.9927360774818402,NDP-sugDHase: nucleotide sugar dehydrogenase
NC_004347,IOPOJEFP_03077,3330782,3331135,-,TIGR02436,8,110,5.4E-31,105.0,0.981651376146789,TIGR02436: four helix bundle protein
NC_004347,IOPOJEFP_03079,3334742,3335242,-,TIGR01955,4,164,2.9E-72,239.8,1.0,RfaH: transcription elongation factor/antiterminator RfaH
NC_004347,IOPOJEFP_03080,3335717,3337219,+,TIGR00924,9,235,5.8E-55,185.1,0.42526315789473684,yjdL_sub1_fam: amino acid/peptide transporter (Peptide:H+ symporter)
NC_004347,IOPOJEFP_03080,3335717,3337219,+,TIGR00924,249,468,2.5E-47,159.9,0.44842105263157894,yjdL_sub1_fam: amino acid/peptide transporter (Peptide:H+ symporter)
NC_004347,IOPOJEFP_03094,3350161,3350874,-,TIGR02479,16,234,1.2E-79,265.2,1.0,"FliA_WhiG: RNA polymerase sigma factor, FliA/WhiG family"
NC_004347,IOPOJEFP_03096,3351753,3353129,-,TIGR03499,1,329,1.4E-85,285.8,1.0,FlhF: flagellar biosynthesis protein FlhF
NC_004347,IOPOJEFP_03097,3353141,3355240,-,TIGR01398,23,697,6.9E-263,871.9,0.9926253687315634,FlhA: flagellar biosynthesis protein FlhA
NC_004347,IOPOJEFP_03098,3355618,3356748,-,TIGR00328,8,353,3.9E-125,415.6,0.9942528735632183,flhB: flagellar biosynthetic protein FlhB
NC_004347,IOPOJEFP_03099,3356773,3357570,-,TIGR01400,13,254,4.6E-73,243.8,0.9918367346938776,fliR: flagellar biosynthetic protein FliR
NC_004347,IOPOJEFP_03100,3357575,3357844,-,TIGR01402,1,88,1.7E-29,99.8,1.0,fliQ: flagellar biosynthetic protein FliQ
NC_004347,IOPOJEFP_03101,3357862,3358608,-,TIGR01103,51,247,7.4E-87,288.2,1.0,fliP: flagellar biosynthetic protein FliP
NC_004347,IOPOJEFP_03102,3358605,3359012,-,TIGR03500,47,113,7.6E-23,78.4,1.0,FliO_TIGR: flagellar biosynthetic protein FliO
NC_004347,IOPOJEFP_03103,3359047,3359421,-,TIGR02480,42,116,7.3E-33,110.3,0.974025974025974,fliN: flagellar motor switch protein FliN
NC_004347,IOPOJEFP_03104,3359434,3360465,-,TIGR01397,3,318,4.7E-114,378.8,0.996875,fliM_switch: flagellar motor switch protein FliM
NC_004347,IOPOJEFP_03107,3362839,3363282,-,TIGR02473,5,144,1.2E-37,127.4,0.9929078014184397,flagell_FliJ: flagellar export protein FliJ
NC_004347,IOPOJEFP_03108,3363294,3364631,-,TIGR03496,28,438,1.4E-197,654.4,0.9951690821256038,FliI_clade1: flagellar protein export ATPase FliI
NC_004347,IOPOJEFP_03110,3365537,3366583,-,TIGR00207,16,346,1.7E-95,318.2,0.9792899408284024,fliG: flagellar motor switch protein FliG
NC_004347,IOPOJEFP_03111,3366576,3368264,-,TIGR00206,32,561,3.4E-75,252.0,0.9603603603603603,fliF: flagellar M-ring protein FliF
NC_004347,IOPOJEFP_03112,3368310,3368648,-,TIGR00205,27,111,7.9E-20,69.3,0.7798165137614679,fliE: flagellar hook-basal body complex protein FliE
NC_004347,IOPOJEFP_03116,3373092,3373502,-,TIGR00208,6,122,9.0E-27,91.6,0.9112903225806451,fliS: flagellar protein FliS
NC_004347,IOPOJEFP_03122,3377778,3378989,-,TIGR02550,2,403,5.7E-113,376.1,1.0,flagell_flgL: flagellar hook-associated protein 3
NC_004347,IOPOJEFP_03123,3379001,3380926,-,TIGR02492,5,321,2.6E-63,212.8,0.7322654462242563,flgK_ends: flagellar hook-associated protein FlgK
NC_004347,IOPOJEFP_03124,3380967,3382121,-,TIGR02541,216,371,2.4E-58,196.3,0.5272108843537415,flagell_FlgJ: flagellar rod assembly protein/muramidase FlgJ
NC_004347,IOPOJEFP_03127,3383929,3384717,-,TIGR02488,4,261,1.1E-112,373.8,0.9961389961389961,flgG_G_neg: flagellar basal-body rod protein FlgG
NC_004347,IOPOJEFP_03128,3384728,3385471,-,TIGR02490,5,224,5.9E-57,190.7,1.0,flgF: flagellar basal-body rod protein FlgF
NC_004347,IOPOJEFP_03129,3385644,3387005,-,TIGR03506,1,435,8.8E-100,332.8,1.0,FlgEFG_subfam: flagellar hook-basal body protein
NC_004347,IOPOJEFP_03131,3387877,3388293,-,TIGR01395,4,138,7.9E-51,169.9,1.0,FlgC: flagellar basal-body rod protein FlgC
NC_004347,IOPOJEFP_03132,3388296,3388700,-,TIGR01396,5,132,2.1E-34,116.5,1.0,FlgB: flagellar basal-body rod protein FlgB
NC_004347,IOPOJEFP_03135,3390912,3391619,+,TIGR03170,101,233,1.1E-39,133.4,0.9927007299270073,flgA_cterm: flagella basal body P-ring formation protein FlgA
NC_004347,IOPOJEFP_03136,3391695,3392015,+,TIGR03824,6,99,7.1E-23,79.2,0.9591836734693877,FlgM_jcvi: flagellar biosynthesis anti-sigma factor FlgM
NC_004347,IOPOJEFP_03153,3408741,3409886,-,TIGR03588,1,381,9.9E-166,549.3,1.0,"PseC: UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase"
NC_004347,IOPOJEFP_03154,3409883,3410878,-,TIGR03589,1,326,1.6E-166,551.0,0.9938271604938271,"PseB: UDP-N-acetylglucosamine 4,6-dehydratase (inverting)"
NC_004347,IOPOJEFP_03161,3417835,3418959,+,TIGR01730,53,368,5.0E-51,171.5,0.9596273291925466,"RND_mfp: efflux transporter, RND family, MFP subunit"
NC_004347,IOPOJEFP_03165,3424859,3424975,-,TIGR02106,1,30,1.7E-19,67.8,1.0,cyd_oper_ybgT: cyd operon protein YbgT
NC_004347,IOPOJEFP_03166,3424994,3426133,-,TIGR00203,1,379,9.5E-175,579.2,1.0,"cydB: cytochrome d ubiquinol oxidase, subunit II"
NC_004347,IOPOJEFP_03168,3428945,3432826,-,TIGR01735,4,1290,0.0,2038.8,0.9977046671767407,FGAM_synt: phosphoribosylformylglycinamidine synthase
NC_004347,IOPOJEFP_03171,3435683,3437260,-,TIGR00884,213,525,4.1E-156,516.9,0.9967741935483871,"guaA_Cterm: GMP synthase (glutamine-hydrolyzing), C-terminal domain"
NC_004347,IOPOJEFP_03172,3437377,3438843,-,TIGR01302,8,454,1.1E-194,645.4,0.9977777777777778,IMP_dehydrog: inosine-5'-monophosphate dehydrogenase
NC_004347,IOPOJEFP_03173,3438966,3440303,+,TIGR00237,10,356,1.8E-128,427.0,0.8946015424164524,"xseA: exodeoxyribonuclease VII, large subunit"
NC_004347,IOPOJEFP_03179,3445898,3447397,-,TIGR01813,38,491,7.6E-176,583.1,0.9977477477477478,flavo_cyto_c: flavocytochrome c
NC_004347,IOPOJEFP_03184,3458987,3460450,-,TIGR03594,3,454,4.9E-174,577.3,1.0,GTPase_EngA: ribosome-associated GTPase EngA
NC_004347,IOPOJEFP_03185,3460530,3461717,-,TIGR03300,7,392,1.4E-134,446.4,0.9946949602122016,assembly_YfgL: outer membrane assembly lipoprotein YfgL
NC_004347,IOPOJEFP_03187,3462362,3463639,-,TIGR00442,6,410,3.8E-158,524.7,0.9926108374384236,hisS: histidine--tRNA ligase
NC_004347,IOPOJEFP_03188,3463798,3464913,-,TIGR00612,9,351,7.4E-125,414.7,0.9915966386554622,ispG_gcpE: 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
NC_004347,IOPOJEFP_03190,3466077,3466865,-,TIGR02521,11,248,1.2E-90,301.1,0.9957264957264957,type_IV_pilW: type IV pilus biogenesis/stability protein PilW
NC_004347,IOPOJEFP_03191,3466898,3468019,-,TIGR00048,3,357,4.8E-162,536.8,0.9859154929577465,rRNA_mod_RlmN: 23S rRNA (adenine(2503)-C(2))-methyltransferase
NC_004347,IOPOJEFP_03207,3480771,3482495,+,TIGR00254,402,569,2.0E-49,165.5,0.9821428571428571,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_03218,3491375,3491704,+,TIGR01158,9,109,5.8E-34,114.2,1.0,SUI1_rel: putative translation initiation factor SUI1
NC_004347,IOPOJEFP_03220,3492631,3493056,+,TIGR00250,7,136,1.5E-50,168.6,1.0,RNAse_H_YqgF: putative transcription antitermination factor YqgF
NC_004347,IOPOJEFP_03221,3493119,3494132,-,TIGR00109,16,336,1.1E-98,328.6,0.9875776397515528,hemH: ferrochelatase
NC_004347,IOPOJEFP_03223,3494877,3495989,-,TIGR01420,6,344,4.5E-131,435.1,0.9883381924198251,pilT_fam: twitching motility protein
NC_004347,IOPOJEFP_03224,3495999,3497036,-,TIGR01420,3,341,2.4E-156,518.2,0.9912536443148688,pilT_fam: twitching motility protein
NC_004347,IOPOJEFP_03225,3497051,3497785,+,TIGR00044,8,235,7.3E-88,292.0,1.0,"TIGR00044: pyridoxal phosphate enzyme, YggS family"
NC_004347,IOPOJEFP_03226,3498010,3498828,+,TIGR00112,6,268,9.7E-75,249.5,1.0,proC: pyrroline-5-carboxylate reductase
NC_004347,IOPOJEFP_03228,3499468,3499743,+,TIGR00251,3,86,1.5E-26,90.4,0.9540229885057471,TIGR00251: TIGR00251 family protein
NC_004347,IOPOJEFP_03230,3500363,3500980,+,TIGR00042,4,192,6.3E-58,193.2,0.9836956521739131,"TIGR00042: non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family"
NC_004347,IOPOJEFP_03231,3500980,3502137,+,TIGR00539,14,376,3.2E-134,445.6,0.997229916897507,hemN_rel: putative oxygen-independent coproporphyrinogen III oxidase
NC_004347,IOPOJEFP_03237,3508479,3509393,-,TIGR03814,7,304,2.8E-126,418.6,1.0,Gln_ase: glutaminase A
NC_004347,IOPOJEFP_03239,3509768,3510484,-,TIGR00091,48,237,2.1E-65,217.7,0.9896907216494846,TIGR00091: tRNA (guanine-N(7)-)-methyltransferase
NC_004347,IOPOJEFP_03240,3510664,3511761,+,TIGR01084,7,272,1.4E-121,403.3,0.9711191335740073,mutY: A/G-specific adenine glycosylase
NC_004347,IOPOJEFP_03264,3527786,3530425,-,TIGR00254,448,612,1.0E-43,146.9,0.9821428571428571,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_03268,3535397,3535621,-,TIGR02922,1,69,4.8E-37,123.8,1.0,TIGR02922: TIGR02922 family protein
NC_004347,IOPOJEFP_03274,3541778,3542134,-,TIGR00741,1,98,2.0E-19,67.9,0.9901960784313726,yfiA: ribosomal subunit interface protein
NC_004347,IOPOJEFP_03275,3542366,3543982,-,TIGR00229,34,133,5.5E-12,43.9,0.8015873015873016,sensory_box: PAS domain S-box protein
NC_004347,IOPOJEFP_03283,3552924,3554207,-,TIGR00260,64,385,4.5E-97,323.2,0.9352941176470588,thrC: threonine synthase
NC_004347,IOPOJEFP_03284,3554280,3555218,-,TIGR00191,3,309,1.2E-87,291.5,0.9868421052631579,thrB: homoserine kinase
NC_004347,IOPOJEFP_03285,3555215,3557683,-,TIGR00657,3,461,7.7E-123,408.8,0.9886877828054299,asp_kinases: aspartate kinase
NC_004347,IOPOJEFP_03288,3559596,3559871,-,TIGR01321,5,88,6.9E-21,72.5,0.8936170212765957,TrpR: trp operon repressor
NC_004347,IOPOJEFP_03291,3561586,3561942,+,TIGR00741,2,94,9.1E-22,75.5,0.9411764705882353,yfiA: ribosomal subunit interface protein
NC_004347,IOPOJEFP_03293,3563499,3566375,+,TIGR00422,1,936,0.0,1236.5,0.9988412514484357,valS: valine--tRNA ligase
NC_004347,IOPOJEFP_03302,3568177,3568374,-,TIGR00202,1,56,9.2E-31,103.8,0.8115942028985508,csrA: carbon storage regulator
NC_004347,IOPOJEFP_03303,3568493,3569749,-,TIGR00657,72,414,2.8E-102,341.0,0.7669683257918553,asp_kinases: aspartate kinase
NC_004347,IOPOJEFP_03304,3569759,3572383,-,TIGR00344,8,852,0.0,1096.3,0.9988193624557261,alaS: alanine--tRNA ligase
NC_004347,IOPOJEFP_03306,3573159,3574232,-,TIGR02012,6,326,4.2E-170,563.2,1.0,tigrfam_recA: protein RecA
NC_004347,IOPOJEFP_03307,3574613,3577183,+,TIGR01070,12,853,0.0,1243.4,0.9988095238095238,mutS1: DNA mismatch repair protein MutS
NC_004347,IOPOJEFP_03308,3577266,3578246,-,TIGR02394,42,324,7.8E-137,453.4,0.9929824561403509,rpoS_proteo: RNA polymerase sigma factor RpoS
NC_004347,IOPOJEFP_03310,3579282,3579917,-,TIGR00080,12,210,5.5E-74,246.6,0.9444444444444444,pimt: protein-L-isoaspartate O-methyltransferase
NC_004347,IOPOJEFP_03311,3579914,3580663,-,TIGR00087,2,234,2.7E-69,231.3,1.0,surE: 5'/3'-nucleotidase SurE
NC_004347,IOPOJEFP_03313,3581801,3582280,-,TIGR00151,4,157,1.6E-69,230.9,0.9935483870967742,"ispF: 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
NC_004347,IOPOJEFP_03314,3582333,3583082,-,TIGR00453,28,244,9.6E-70,232.4,0.9954337899543378,ispD: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
NC_004347,IOPOJEFP_03316,3583493,3584788,-,TIGR01060,4,427,3.7E-205,679.4,0.9929411764705882,eno: phosphopyruvate hydratase
NC_004347,IOPOJEFP_03317,3585002,3586642,-,TIGR00337,2,535,9.1E-255,844.1,0.9980988593155894,PyrG: CTP synthase
NC_004347,IOPOJEFP_03318,3586759,3587697,-,TIGR00444,48,307,1.8E-95,317.2,1.0,mazG: MazG family protein
NC_004347,IOPOJEFP_03333,3598100,3600307,-,TIGR00691,63,733,5.5E-187,621.1,0.9577874818049491,spoT_relA: RelA/SpoT family protein
NC_004347,IOPOJEFP_03334,3600498,3601847,-,TIGR00479,26,440,5.5E-117,389.2,1.0,rumA: 23S rRNA (uracil-5-)-methyltransferase RumA
NC_004347,IOPOJEFP_03340,3607986,3609644,+,TIGR00634,1,552,2.2E-169,563.0,0.9982238010657194,recN: DNA repair protein RecN
NC_004347,IOPOJEFP_03342,3610275,3611231,-,TIGR01379,2,318,1.9E-107,356.9,1.0,thiL: thiamine-phosphate kinase
NC_004347,IOPOJEFP_03343,3611310,3611714,-,TIGR01951,5,132,1.6E-45,152.6,0.9847328244274809,nusB: transcription antitermination factor NusB
NC_004347,IOPOJEFP_03344,3611729,3612205,-,TIGR00114,14,150,3.1E-53,177.5,0.9855072463768116,"lumazine-synth: 6,7-dimethyl-8-ribityllumazine synthase"
NC_004347,IOPOJEFP_03345,3612346,3613449,-,TIGR00506,3,199,8.3E-75,248.7,0.9950980392156863,"ribB: 3,4-dihydroxy-2-butanone-4-phosphate synthase"
NC_004347,IOPOJEFP_03346,3613516,3614172,-,TIGR00187,1,195,7.8E-64,212.6,0.9468599033816425,"ribE: riboflavin synthase, alpha subunit"
NC_004347,IOPOJEFP_03347,3614180,3615325,-,TIGR00326,11,368,6.9E-119,395.0,0.9970845481049563,eubact_ribD: riboflavin biosynthesis protein RibD
NC_004347,IOPOJEFP_03348,3615399,3615848,-,TIGR00244,1,147,2.2E-71,236.6,1.0,TIGR00244: transcriptional regulator NrdR
NC_004347,IOPOJEFP_03350,3617402,3619150,+,TIGR03719,29,580,1.2E-289,959.6,1.0,"ABC_ABC_ChvD: ATP-binding cassette protein, ChvD family"
NC_004347,IOPOJEFP_03360,3629932,3631041,+,TIGR01730,42,346,1.8E-85,284.7,0.9937888198757764,"RND_mfp: efflux transporter, RND family, MFP subunit"
NC_004347,IOPOJEFP_03362,3634284,3635432,-,TIGR00710,7,374,1.0E-63,214.0,0.961038961038961,"efflux_Bcr_CflA: drug resistance transporter, Bcr/CflA subfamily"
NC_004347,IOPOJEFP_03364,3636803,3637741,-,TIGR00254,149,311,2.6E-42,142.3,0.9821428571428571,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_03366,3638564,3639832,-,TIGR00277,247,337,5.2E-9,33.8,0.9404761904761905,HDIG: HDIG domain
NC_004347,IOPOJEFP_03367,3639969,3643112,-,TIGR00915,2,1037,0.0,1141.7,0.9809523809523809,"2A0602: RND transporter, hydrophobe/amphiphile efflux-1 (HAE1) family"
NC_004347,IOPOJEFP_03368,3643126,3644556,-,TIGR01730,103,436,3.3E-76,254.3,0.9937888198757764,"RND_mfp: efflux transporter, RND family, MFP subunit"
NC_004347,IOPOJEFP_03377,3652723,3653445,+,TIGR02001,6,240,1.4E-78,261.8,0.9959016393442623,gcw_chp: conserved hypothetical protein
NC_004347,IOPOJEFP_03378,3653566,3654873,-,TIGR01272,95,422,2.1E-64,216.0,1.0,gluP: glucose/galactose transporter WARNING
NC_004347,IOPOJEFP_03380,3656540,3657676,-,TIGR00221,3,372,7.1E-92,306.2,0.9894736842105263,nagA: N-acetylglucosamine-6-phosphate deacetylase
NC_004347,IOPOJEFP_03389,3667103,3669727,-,TIGR01782,43,874,1.6E-206,686.4,0.9988479262672811,TonB-Xanth-Caul: TonB-dependent receptor
NC_004347,IOPOJEFP_03394,3674727,3675239,+,TIGR02532,5,27,3.4E-5,21.5,0.9583333333333334,IV_pilin_GFxxxE: prepilin-type N-terminal cleavage/methylation domain
NC_004347,IOPOJEFP_03395,3675525,3676019,+,TIGR02532,6,27,3.1E-7,28.0,0.9166666666666666,IV_pilin_GFxxxE: prepilin-type N-terminal cleavage/methylation domain
NC_004347,IOPOJEFP_03398,3677778,3678188,-,TIGR02532,12,34,3.8E-11,40.4,0.9583333333333334,IV_pilin_GFxxxE: prepilin-type N-terminal cleavage/methylation domain
NC_004347,IOPOJEFP_03402,3683136,3683699,-,TIGR02523,13,154,2.0E-20,71.7,1.0,type_IV_pilV: type IV pilus modification protein PilV
NC_004347,IOPOJEFP_03403,3683917,3684873,-,TIGR00216,11,293,3.1E-100,332.9,0.9964539007092199,ispH_lytB: 4-hydroxy-3-methylbut-2-enyl diphosphate reductase
NC_004347,IOPOJEFP_03405,3685294,3685806,-,TIGR00077,8,163,1.8E-47,159.2,0.9512195121951219,lspA: signal peptidase II
NC_004347,IOPOJEFP_03406,3685816,3688638,-,TIGR00392,14,846,2.1E-298,990.2,0.9988385598141696,ileS: isoleucine--tRNA ligase
NC_004347,IOPOJEFP_03407,3688671,3689606,-,TIGR00083,18,306,2.6E-102,340.1,0.996551724137931,ribF: riboflavin biosynthesis protein RibF
NC_004347,IOPOJEFP_03408,3689672,3691204,-,TIGR01695,2,502,2.8E-137,456.4,0.9723320158102767,murJ_mviN: murein biosynthesis integral membrane protein MurJ
NC_004347,IOPOJEFP_03409,3691484,3691750,+,TIGR00029,1,85,9.4E-32,107.4,0.9770114942528736,S20: ribosomal protein bS20
NC_004347,IOPOJEFP_03413,3694605,3696071,-,TIGR00835,14,440,1.5E-148,493.1,1.0,agcS: amino acid carrier protein
NC_004347,IOPOJEFP_03418,3703111,3704067,+,TIGR00874,3,316,1.8E-155,515.0,1.0,talAB: transaldolase
NC_004347,IOPOJEFP_03423,3707704,3708306,-,TIGR02937,29,189,3.3E-23,80.1,0.9878787878787879,"sigma70-ECF: RNA polymerase sigma factor, sigma-70 family"
NC_004347,IOPOJEFP_03425,3710432,3712186,+,TIGR00815,20,567,5.1E-116,386.3,0.9946902654867257,sulP: sulfate permease
NC_004347,IOPOJEFP_03426,3712449,3712940,+,TIGR01162,5,159,1.4E-63,211.0,0.9807692307692307,"purE: phosphoribosylaminoimidazole carboxylase, catalytic subunit"
NC_004347,IOPOJEFP_03427,3712940,3714037,+,TIGR01161,9,335,1.5E-95,318.5,0.988950276243094,"purK: phosphoribosylaminoimidazole carboxylase, ATPase subunit"
NC_004347,IOPOJEFP_03428,3714186,3715448,+,TIGR00254,259,407,2.3E-28,97.0,0.9702380952380952,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_03431,3717001,3718683,-,TIGR01434,56,553,5.3E-194,643.5,0.97265625,glu_cys_ligase: glutamate--cysteine ligase
NC_004347,IOPOJEFP_03437,3727579,3729636,+,TIGR01390,31,680,8.7E-274,907.7,0.9968051118210862,"CycNucDiestase: 2',3'-cyclic-nucleotide 2'-phosphodiesterase"
NC_004347,IOPOJEFP_03448,3740693,3741502,-,TIGR00473,24,184,5.4E-37,125.2,0.9803921568627451,pssA: CDP-diacylglycerol-serine O-phosphatidyltransferase
